03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
�&ฉ*b�ช��j03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,O
5ล,1500
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
,M1,1500
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
bjล,3000
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,3000
20,0,OK
03,M1,3000
30,0,OK
01,M1,3000
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
ษ,M1,4500
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
&&ฉ*bขช��j03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
2,M1,4500
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,O
–SL�ช��j03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,4500
20,0,OK
03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
ฉ*bขช��j03,M1,4500
30,0,OK
01,M1,4500
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
�ฉ*b�j03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,-1500
