01,M1,2000
10,0,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2220,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2700,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1884,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1884,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2052,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1848,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2004,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2052,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1788,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2196,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2124,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1644,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2328,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1764,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2160,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1836,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2004,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1944,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1896,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1932,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2028,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1788,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2208,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1956,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1680,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2316,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1836,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2040,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2088,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1740,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2184,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1704,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2124,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1788,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2052,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1860,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2124,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1716,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2040,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1968,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1872,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2076,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1872,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1944,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2040,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1872,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2112,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1968,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1944,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2088,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1632,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2280,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1764,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2052,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1908,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2004,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1836,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2076,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1776,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2124,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1956,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1764,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2148,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1656,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2208,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1872,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2076,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2016,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1812,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2064,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1788,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2100,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1812,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2040,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1872,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1980,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1836,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2016,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1848,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2028,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1860,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2112,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1968,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1824,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2052,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1776,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2196,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1740,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2172,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1884,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1932,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2076,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,1704,OK
02,M1,2000
20,0,OK
03,M1,2000
30,0,OK
01,M1,2000
10,2196,OK
